book_id, book_link
422, https://www.amazon.ca/Unfortunate-Events-Bad-Beginning/dp/0064407667/
423, https://www.amazon.ca/Choke-Chuck-Palahniuk/dp/0385720920/
424, https://www.amazon.ca/Hades-Factor-Robert-Ludlum-author/dp/1409117731/
425, https://www.amazon.ca/Coraline-Neil-Gaiman/dp/0061139378/
436, https://www.amazon.ca/Heartfire-Tales-Alvin-Maker-V/dp/0812509242/
420, https://www.amazon.ca/Percy-Jackson-Olympians-Battle-Labyrinth/dp/1423101464/
426, https://www.amazon.ca/Last-Shots-Stephen-King/dp/1982109947/
427, https://www.amazon.ca/Forward-Foundation-Isaac-Asimov/dp/0553565079/
428, https://www.amazon.ca/Without-Remorse-Tom-Clancy/dp/0399138250/
430, https://www.amazon.ca/Hobbit-J-R-Tolkien/dp/0261102214/
432, https://www.amazon.ca/Theory-Everything-Origin-Fate-Universe/dp/1893224546/
429, https://www.amazon.ca/Jumper-Novel-Steven-Gould/dp/0765378167/
437, https://www.amazon.ca/Alvin-Journeyman-CARD-ORSON-SCOTT/dp/0312850530/
438, https://www.amazon.ca/Neil-Gaiman-Charles-Vesss-Stardust/dp/1401287840/
491, https://www.amazon.ca/Persuader-Lee-Child/dp/0385336667/
493, https://www.amazon.ca/Echo-Burning-Lee-Child/dp/0593046595/
439, https://www.amazon.ca/Reflex-Steven-Gould/dp/0312864213/
440, https://www.amazon.ca/Mythic-Monsters-Tattoos-George-Toufexis/dp/0486815625/
443, https://www.amazon.ca/Redshirts-John-Scalzi/dp/1410476073/
444, https://www.amazon.ca/Node-js-Example-Krasimir-Tsonev/dp/1784395714/
445, https://www.amazon.ca/Ancillary-Mercy-Ann-Leckie/dp/0316246689/
446, https://www.amazon.ca/Angles-Attack-Marko-Kloos/dp/1477828311/
449, https://www.amazon.ca/Complete-Chester-Goulds-Dick-Tracy/dp/1684050235/
451, https://www.amazon.ca/Golden-Son-Book-Rising-Saga/dp/0345539818/
468, https://www.amazon.ca/Godfather-Mario-Puzo/dp/0399103422/
499, https://www.amazon.ca/Never-Go-Back-Reacher-Novel/dp/0385344341/
501, https://www.amazon.ca/Make-Me-Jack-Reacher-Novel/dp/0804178771/
452, https://www.amazon.ca/Water-Knife-novel-Paolo-Bacigalupi/dp/0385352875/
460, https://www.amazon.ca/Breaking-Spell-Religion-Natural-Phenomenon/dp/0143038338/
448, https://www.amazon.ca/Counterstrike-Black-Fleet-Trilogy-Book/dp/1518808670/
453, https://www.amazon.ca/Strands-Sorrow-John-Ringo/dp/1476781028/
454, https://www.amazon.ca/Fall-Dodge-Hell-Neal-Stephenson/dp/0062887467/
455, https://www.amazon.ca/Fold-Novel-Peter-Clines/dp/0553418297/
456, https://www.amazon.ca/Aurora-Kim-Stanley-Robinson/dp/0316526991/
480, https://www.amazon.ca/Killing-Floor-Lee-Child/dp/1410430103/
457, https://www.amazon.ca/End-All-Things-John-Scalzi/dp/0765376075/
458, https://www.amazon.ca/Archangel-One-Evan-Currie/dp/1542004861/
459, https://www.amazon.ca/Whos-Good-Boy-Welcome-Episodes/dp/0062798111/
462, https://www.amazon.ca/Warlock-Michael-Scott/dp/0385735340/
465, https://www.amazon.ca/Enchantress-Michael-Scott/dp/0385735367/
467, https://www.amazon.ca/King-Warrior-Magician-Lover-Rediscovering/dp/0062506064/
476, https://www.amazon.ca/State-Fear-Novel-Michael-Crichton/dp/0062227211/
461, https://www.amazon.ca/Conrads-Time-Machine-Leo-Frankowski/dp/0743471911/
466, https://www.amazon.ca/Magicians-Trilogy-Boxed-Set-Magician/dp/0147517389/
470, https://www.amazon.ca/Sorceress-Michael-Scott/dp/0385735294/
471, https://www.amazon.ca/I-Am-Legend-Richard-Matheson/dp/0765357151/
472, https://www.amazon.ca/Dictators-Handbook-Behavior-Almost-Politics/dp/1610391845/
475, https://www.amazon.ca/Micro-Novel-Michael-Crichton/dp/0062227181/
477, https://www.amazon.ca/Prey-Michael-Crichton/dp/0061703087/
473, https://www.amazon.ca/Closing-Time-Joseph-L-Heller/dp/0671746049/
474, https://www.amazon.ca/Timeline-Michael-Crichton/dp/1680652095/
478, https://www.amazon.ca/Next-Michael-Crichton/dp/0060873167/
479, https://www.amazon.ca/Circle-Dave-Eggers/dp/0345808592/
484, https://www.amazon.ca/Worth-Dying-Jack-Reacher-Novel/dp/0385344317/
481, https://www.amazon.ca/Ausgeliefert/dp/3734105137/
515, https://www.amazon.ca/Nemesis-Games-James-S-Corey/dp/0316217581/
516, https://www.amazon.ca/Leviathan-Wakes-James-S-Corey/dp/0316129089/
517, https://www.amazon.ca/Babylons-Ashes-James-S-Corey/dp/0316217646/
518, https://www.amazon.ca/Abaddons-Gate-James-S-Corey/dp/0316129070/
482, https://www.amazon.ca/Wanted-Man-Jack-Reacher-Novel/dp/0385344333/
485, https://www.amazon.ca/Deadly-Coast-R-McDermott/dp/0983741735/
519, https://www.amazon.ca/Calibans-War-James-S-Corey/dp/0316129062/
520, https://www.amazon.ca/Cibola-Burn-James-S-Corey/dp/0316334685/
487, https://www.amazon.ca/Bad-Luck-Trouble-Reacher-Novel/dp/0385340559/
488, https://www.amazon.ca/Nothing-Lose-Jack-Reacher-Novel/dp/0385340567/
490, https://www.amazon.ca/Sniper-Lee-Child/dp/3442372089/
494, https://www.amazon.ca/Enemy-Lee-Child/dp/0375433376/
535, https://www.amazon.ca/Platos-Apology-Socrates-Crito-Phaedo/dp/1295322730/
489, https://www.amazon.ca/Gone-Tomorrow-Jack-Reacher-Novel/dp/0385340575/
492, https://www.amazon.ca/Hard-Way-Jack-Reacher-Novel/dp/0385336691/
808, https://www.amazon.ca/Abhorsen-Trilogy-Box-Set/dp/0060734191/
500, https://www.amazon.ca/Personal-Child-Times-Bestselling-Author/dp/0606372601/
506, https://www.amazon.ca/Bradbury-Stories-Most-Celebrated-Tales/dp/0060544880/
571, https://www.amazon.ca/Fulgrim-Graham-McNeill/dp/1849708045/
